name,id,guid,type,icon,total,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Pepko,218,178016999,Paladin,Paladin-Retribution,10938194,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,15144103,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,11735955,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,12037295,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,8681425,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,590900,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,38339595,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Subtlety,31375292,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,1668840,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,21523383,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,28595053,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,36086994,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,23230590,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,1976560,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,15285397,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,5180992,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,35765819,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,34341821,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,37653019,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,38009636,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,31281660,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,35966802,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,28680071,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,29772318,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,30926677,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,3187357,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,33209645,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Subtlety,34511331,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,2605302,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,23835756,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,30215929,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,36394693,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,26232696,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,2181265,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,17635764,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,4893594,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,42244616,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,37763525,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,43086846,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,40707239,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,34522971,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,41930067,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,32163473,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,31529247,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,33822142,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,3051144,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,25211446,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,29323523,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,2085714,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,21036230,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,28038913,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,32038952,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,27782426,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,2098876,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,16540300,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,4897804,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,35525113,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,33582642,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,39962694,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,36690442,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,36438547,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,38018994,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,33624373,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,30170090,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,33095602,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,3090281,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,32203944,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,26593788,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,3204927,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,20074621,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,27473959,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,36036138,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,27507083,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,2093530,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,15782613,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,3981211,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,40625546,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,31146209,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,38301815,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,39039569,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,33034414,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,44539731,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,33021149,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,30979944,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,31829530,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,3752501,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,35002982,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,26299967,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,2279597,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,21294456,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,27167611,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,35279943,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,2218147,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,25041114,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,13894114,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,4930968,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,38484232,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,31682937,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,38877955,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,39921204,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,32157507,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,39396117,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,31205126,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,29522759,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,28721455,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,3359813,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,9718507,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,9026996,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,788706,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,5706234,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,9154424,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,10447787,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,10889112,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,508947,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,4706002,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,1024817,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,9284605,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,8080777,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,7836820,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,9950955,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,8516342,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,11532343,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,9535898,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,9985512,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,8997275,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,628141,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,35615768,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,29305769,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,2140912,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,21682388,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,28734418,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,36336112,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,24722748,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,2629980,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,17178110,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,4250058,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,37483448,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,36653633,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,42847323,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,36268031,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,33004241,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,40583013,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,34563960,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,27050095,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,31370524,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,3917714,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,31571632,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,30965033,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,2518487,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,27345387,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,29634037,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,44286477,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,23947911,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,2372601,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,25216539,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,3693342,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,46314114,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,38613458,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,36565193,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,37696415,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,40627550,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,46586338,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,33578940,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,28370968,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,20383480,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,4038629,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,32091487,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,24216781,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,1960706,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,19234210,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,26083450,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,32439417,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,23464304,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,1524694,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,15436783,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,4027169,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,30917589,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,31908435,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,32645266,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,32047488,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,29651530,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,16771759,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,30588999,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,29313724,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,27660215,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,2970384,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,31467212,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,27505837,2685,2685,5,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,2154714,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,21027606,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,30821060,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,37464197,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,20915081,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,2024948,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,16422468,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,5094682,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,28378963,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,35953459,2685,2685,5,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,38154635,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Augmentation,35431088,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,12440876,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,43969206,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,31505819,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,30229722,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,28852640,2685,2685,5,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,3334643,2685,2685,5,False,13/09/23
Shlauffu,12,182304349,Priest,Priest-Shadow,32593089,2685,2685,5,False,01/10/23
Arathil,18,150634218,Warlock,Warlock-Affliction,35893625,2685,2685,5,False,01/10/23
Gunqer,15,118902570,Druid,Druid-Restoration,2772319,2685,2685,5,False,01/10/23
Kryxoria,19,182687721,Priest,Priest-Holy,2753417,2685,2685,5,False,01/10/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,18090076,2685,2685,5,False,01/10/23
Lefox,2,175528845,Shaman,Shaman-Restoration,8881822,2685,2685,5,False,01/10/23
Meeow,20,143983765,Druid,Druid-Feral,31511395,2685,2685,5,False,01/10/23
Peanutmage,5,180616658,Mage,Mage-Fire,31420530,2685,2685,5,False,01/10/23
Nugera,4,181593749,Evoker,Evoker-Augmentation,41704232,2685,2685,5,False,01/10/23
Bärman,9,181432362,Warrior,Warrior-Fury,35288793,2685,2685,5,False,01/10/23
Owsianko,13,180528313,DeathKnight,DeathKnight-Unholy,35911396,2685,2685,5,False,01/10/23
Qquo,3,165177271,Priest,Priest-Shadow,28512466,2685,2685,5,False,01/10/23
Catherinee,6,180636202,Monk,Monk-Windwalker,30978112,2685,2685,5,False,01/10/23
Grubi,8,180755381,Rogue,Rogue-Subtlety,31020342,2685,2685,5,False,01/10/23
Màmbà,7,183169964,Paladin,Paladin-Holy,5583053,2685,2685,5,False,01/10/23
Klejnotnilu,16,182929355,DeathKnight,DeathKnight-Blood,17112866,2685,2685,5,False,01/10/23
Pepko,14,178016999,Paladin,Paladin-Retribution,35768417,2685,2685,5,False,01/10/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,28201223,2685,2685,5,False,01/10/23
Prohus,17,181500240,Evoker,Evoker-Augmentation,36272215,2685,2685,5,False,01/10/23
Killeen,11,181540927,Evoker,Evoker-Devastation,36246284,2685,2685,5,False,01/10/23
Shlauffu,12,182304349,Priest,Priest-Shadow,47165550,2685,2685,5,False,01/10/23
Arathil,18,150634218,Warlock,Warlock-Affliction,55097062,2685,2685,5,False,01/10/23
Kryxoria,19,182687721,Priest,Priest-Holy,3834748,2685,2685,5,False,01/10/23
Gunqer,15,118902570,Druid,Druid-Restoration,2614138,2685,2685,5,False,01/10/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,26988670,2685,2685,5,False,01/10/23
Lefox,2,175528845,Shaman,Shaman-Restoration,7787676,2685,2685,5,False,01/10/23
Meeow,20,143983765,Druid,Druid-Feral,37773891,2685,2685,5,False,01/10/23
Peanutmage,5,180616658,Mage,Mage-Fire,44450910,2685,2685,5,False,01/10/23
Nugera,4,181593749,Evoker,Evoker-Augmentation,56494047,2685,2685,5,False,01/10/23
Bärman,9,181432362,Warrior,Warrior-Fury,52676501,2685,2685,5,False,01/10/23
Owsianko,13,180528313,DeathKnight,DeathKnight-Unholy,44930544,2685,2685,5,False,01/10/23
Qquo,3,165177271,Priest,Priest-Shadow,45538679,2685,2685,5,False,01/10/23
Catherinee,6,180636202,Monk,Monk-Windwalker,44492149,2685,2685,5,False,01/10/23
Grubi,8,180755381,Rogue,Rogue-Subtlety,45474252,2685,2685,5,False,01/10/23
Màmbà,7,183169964,Paladin,Paladin-Holy,6685249,2685,2685,5,False,01/10/23
Klejnotnilu,16,182929355,DeathKnight,DeathKnight-Blood,25821927,2685,2685,5,False,01/10/23
Pepko,14,178016999,Paladin,Paladin-Retribution,47277641,2685,2685,5,False,01/10/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,42037938,2685,2685,5,False,01/10/23
Prohus,17,181500240,Evoker,Evoker-Augmentation,52430615,2685,2685,5,False,01/10/23
Killeen,11,181540927,Evoker,Evoker-Devastation,48312451,2685,2685,5,False,01/10/23
Nugera,4,181593749,Evoker,Evoker-Augmentation,49918407,2685,2685,5,False,01/10/23
Gunqer,15,118902570,Druid,Druid-Restoration,2626972,2685,2685,5,False,01/10/23
Prohus,17,181500240,Evoker,Evoker-Augmentation,45004091,2685,2685,5,False,01/10/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,24208193,2685,2685,5,False,01/10/23
Peanutmage,5,180616658,Mage,Mage-Fire,36853940,2685,2685,5,False,01/10/23
Arathil,18,150634218,Warlock,Warlock-Affliction,33292085,2685,2685,5,False,01/10/23
Bärman,9,181432362,Warrior,Warrior-Fury,41470775,2685,2685,5,False,01/10/23
Lefox,2,175528845,Shaman,Shaman-Restoration,6614330,2685,2685,5,False,01/10/23
Kryxoria,19,182687721,Priest,Priest-Holy,3529270,2685,2685,5,False,01/10/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,40592343,2685,2685,5,False,01/10/23
Màmbà,7,183169964,Paladin,Paladin-Holy,6358969,2685,2685,5,False,01/10/23
Catherinee,6,180636202,Monk,Monk-Windwalker,37721124,2685,2685,5,False,01/10/23
Owsianko,13,180528313,DeathKnight,DeathKnight-Unholy,45522263,2685,2685,5,False,01/10/23
Klejnotnilu,16,182929355,DeathKnight,DeathKnight-Blood,19311363,2685,2685,5,False,01/10/23
Grubi,8,180755381,Rogue,Rogue-Subtlety,36843583,2685,2685,5,False,01/10/23
Pepko,14,178016999,Paladin,Paladin-Retribution,38271705,2685,2685,5,False,01/10/23
Qquo,3,165177271,Priest,Priest-Shadow,36172798,2685,2685,5,False,01/10/23
Shlauffu,12,182304349,Priest,Priest-Shadow,38830485,2685,2685,5,False,01/10/23
Killeen,11,181540927,Evoker,Evoker-Devastation,44996156,2685,2685,5,False,01/10/23
Meeow,20,143983765,Druid,Druid-Feral,36000649,2685,2685,5,False,01/10/23
Prohus,17,181500240,Evoker,Evoker-Augmentation,39855093,2685,2685,5,False,01/10/23
Qquo,3,165177271,Priest,Priest-Shadow,31367129,2685,2685,5,False,01/10/23
Gunqer,15,118902570,Druid,Druid-Restoration,2638161,2685,2685,5,False,01/10/23
Shlauffu,12,182304349,Priest,Priest-Shadow,24533952,2685,2685,5,False,01/10/23
Peanutmage,5,180616658,Mage,Mage-Fire,29648525,2685,2685,5,False,01/10/23
Catherinee,6,180636202,Monk,Monk-Windwalker,29985503,2685,2685,5,False,01/10/23
Lefox,2,175528845,Shaman,Shaman-Restoration,6975551,2685,2685,5,False,01/10/23
Killeen,11,181540927,Evoker,Evoker-Devastation,36335601,2685,2685,5,False,01/10/23
Meeow,20,143983765,Druid,Druid-Feral,32708931,2685,2685,5,False,01/10/23
Pepko,14,178016999,Paladin,Paladin-Retribution,33406287,2685,2685,5,False,01/10/23
Grubi,8,180755381,Rogue,Rogue-Subtlety,38201408,2685,2685,5,False,01/10/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,32013881,2685,2685,5,False,01/10/23
Bärman,9,181432362,Warrior,Warrior-Fury,36574405,2685,2685,5,False,01/10/23
Màmbà,7,183169964,Paladin,Paladin-Holy,4716760,2685,2685,5,False,01/10/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,18766999,2685,2685,5,False,01/10/23
Klejnotnilu,16,182929355,DeathKnight,DeathKnight-Blood,17208595,2685,2685,5,False,01/10/23
Nugera,4,181593749,Evoker,Evoker-Augmentation,43098927,2685,2685,5,False,01/10/23
Kryxoria,19,182687721,Priest,Priest-Holy,2426509,2685,2685,5,False,01/10/23
Owsianko,13,180528313,DeathKnight,DeathKnight-Unholy,37215541,2685,2685,5,False,01/10/23
Arathil,18,150634218,Warlock,Warlock-Affliction,34779851,2685,2685,5,False,01/10/23
Prohus,17,181500240,Evoker,Evoker-Augmentation,48493817,2685,2685,5,False,01/10/23
Qquo,3,165177271,Priest,Priest-Shadow,40387474,2685,2685,5,False,01/10/23
Gunqer,15,118902570,Druid,Druid-Restoration,2648756,2685,2685,5,False,01/10/23
Shlauffu,12,182304349,Priest,Priest-Shadow,49727331,2685,2685,5,False,01/10/23
Peanutmage,5,180616658,Mage,Mage-Fire,46013717,2685,2685,5,False,01/10/23
Catherinee,6,180636202,Monk,Monk-Windwalker,44261145,2685,2685,5,False,01/10/23
Lefox,2,175528845,Shaman,Shaman-Restoration,9035950,2685,2685,5,False,01/10/23
Meeow,20,143983765,Druid,Druid-Feral,39356422,2685,2685,5,False,01/10/23
Killeen,11,181540927,Evoker,Evoker-Devastation,36131632,2685,2685,5,False,01/10/23
Pepko,14,178016999,Paladin,Paladin-Retribution,41068478,2685,2685,5,False,01/10/23
Grubi,8,180755381,Rogue,Rogue-Subtlety,44963332,2685,2685,5,False,01/10/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,39236180,2685,2685,5,False,01/10/23
