name,id,guid,type,icon,deathTime,abilityName,abilityGuid,abilityType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Lefox,17,175528845,Shaman,Shaman-Restoration,129592,End Existence,410611,32,8,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,3,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,6489,Scorching Bomb,401621,4,9,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,3,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,50692,Echoing Howl,410247,32,9,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,3,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,50692,Mass Disintegrate,402600,64,9,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,3,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,50692,Echoing Howl,410247,32,9,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,3,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,50692,Mass Disintegrate,402600,64,9,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,3,False,14/09/23
Shlauffu,53,182304349,Priest,Priest-Shadow,6021,Scorching Bomb,401621,4,10,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,5,150634218,Warlock,Warlock-Affliction,71036,Scorching Bomb,401621,4,10,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Bärman,1,181432362,Warrior,Warrior-Fury,211767,Melee,1,1,10,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Peanutmage,4,180616658,Mage,Mage-Fire,75639,Drifting Embers,402746,4,11,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Pazuzell,3,140773839,DemonHunter,DemonHunter-Vengeance,198333,Oblivion,401952,32,11,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,5,150634218,Warlock,Warlock-Affliction,207637,Void Bomb,404062,32,11,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Pazuzell,3,140773839,DemonHunter,DemonHunter-Vengeance,226337,Melee,1,1,12,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,5,150634218,Warlock,Warlock-Affliction,239968,Destabilize,413070,1,12,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Qquo,12,165177271,Priest,Priest-Shadow,240946,Destabilize,413070,1,12,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Nugera,15,181593749,Evoker,Evoker-Augmentation,20019,,,,13,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Owsianko,41,180528313,DeathKnight,DeathKnight-Unholy,165798,Abyssal Breath,404499,32,13,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,5,150634218,Warlock,Warlock-Affliction,213725,Melee,1,1,13,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Cebulaczyna,2,121577266,Hunter,Hunter-Marksmanship,194283,Infinite Duress,407496,32,14,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Màmbà,21,183169964,Paladin,Paladin-Holy,201659,Void Blast,411238,32,14,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Bärman,1,181432362,Warrior,Warrior-Fury,212054,Destabilize,413070,1,14,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Cebulaczyna,2,121577266,Hunter,Hunter-Marksmanship,98009,Dazzled,403202,64,15,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Killeen,17,181540927,Evoker,Evoker-Devastation,98009,Dazzled,403202,64,15,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Màmbà,21,183169964,Paladin,Paladin-Holy,98009,Dazzled,403202,64,15,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Nugera,15,181593749,Evoker,Evoker-Augmentation,57729,,,,16,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Qquo,12,165177271,Priest,Priest-Shadow,131017,Lost In Space,404008,32,16,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Peanutmage,4,180616658,Mage,Mage-Fire,173198,,,,16,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Qquo,12,165177271,Priest,Priest-Shadow,73313,Scorching Detonation,401525,4,17,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Killeen,17,181540927,Evoker,Evoker-Devastation,100040,Dazzled,403202,64,17,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Killeen,17,181540927,Evoker,Evoker-Devastation,112011,Destabilize,413070,1,17,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Qquo,12,165177271,Priest,Priest-Shadow,8369,Glittering Surge,401819,64,18,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,5,150634218,Warlock,Warlock-Affliction,10061,Scorching Bomb,401621,4,18,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Kryxoria,13,182687721,Priest,Priest-Holy,11974,Scorching Bomb,401621,4,18,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Gunqer,19,118902570,Druid,Druid-Restoration,70538,Mass Disintegrate,402600,64,19,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Shlauffu,53,182304349,Priest,Priest-Shadow,97111,,,,19,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Klejnotnilu,10,182929355,DeathKnight,DeathKnight-Blood,245704,Destabilize,413070,1,19,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Killeen,17,181540927,Evoker,Evoker-Devastation,71013,Scorching Bomb,401621,4,20,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Gunqer,19,118902570,Druid,Druid-Restoration,104021,Dazzled,403202,64,20,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Gunqer,19,118902570,Druid,Druid-Restoration,112121,Destabilize,413070,1,20,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Koozkie,101,154435992,Mage,Mage-Frost,121854,,,,21,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Killeen,17,181540927,Evoker,Evoker-Devastation,201609,,,,21,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Meeow,18,143983765,Druid,Druid-Feral,242237,,,,21,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Killeen,17,181540927,Evoker,Evoker-Devastation,70042,Scorching Bomb,401621,4,22,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Bärman,1,181432362,Warrior,Warrior-Fury,89626,Echoing Howl,410247,32,22,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Owsianko,41,180528313,DeathKnight,DeathKnight-Unholy,128174,Melee,1,1,22,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Pazuzell,3,140773839,DemonHunter,DemonHunter-Vengeance,188236,Melee,1,1,23,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Bärman,1,181432362,Warrior,Warrior-Fury,217284,Melee,1,1,23,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Koozkie,101,154435992,Mage,Mage-Frost,219923,Cosmic Volley,411302,32,23,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Peanutmage,4,180616658,Mage,Mage-Fire,219923,Cosmic Volley,411302,32,23,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Lefox,14,175528845,Shaman,Shaman-Restoration,230929,,,,24,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Catherinee,20,180636202,Monk,Monk-Windwalker,274300,Embrace of Nothingness,405340,32,24,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Qquo,12,165177271,Priest,Priest-Shadow,311405,Infinite Duress,404288,32,24,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Prohus,11,181500240,Evoker,Evoker-Augmentation,103002,Dazzled,403202,64,25,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Owsianko,41,180528313,DeathKnight,DeathKnight-Unholy,240879,,,,25,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Grubi,16,180755381,Rogue,Rogue-Subtlety,259291,Lost In Space,404008,32,25,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Killeen,17,181540927,Evoker,Evoker-Devastation,73414,Drifting Embers,402746,4,26,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Cebulaczyna,2,121577266,Hunter,Hunter-Marksmanship,75073,Scorching Bomb,401621,4,26,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,5,150634218,Warlock,Warlock-Affliction,75881,Disintegrated,401801,64,26,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Pazuzell,3,140773839,DemonHunter,DemonHunter-Vengeance,228970,Melee,1,1,27,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,5,150634218,Warlock,Warlock-Affliction,240446,Destabilize,413070,1,27,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Gunqer,19,118902570,Druid,Druid-Restoration,243284,,,,27,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Catherinee,20,180636202,Monk,Monk-Windwalker,51742,Drifting Embers,402746,4,28,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Shlauffu,53,182304349,Priest,Priest-Shadow,53365,Drifting Embers,402746,4,28,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Meeow,18,143983765,Druid,Druid-Feral,59661,,,,28,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Prohus,11,181500240,Evoker,Evoker-Augmentation,241305,,,,29,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Koozkie,101,154435992,Mage,Mage-Frost,274244,Embrace of Nothingness,405340,32,29,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Qquo,12,165177271,Priest,Priest-Shadow,274244,Embrace of Nothingness,405340,32,29,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Koozkie,101,154435992,Mage,Mage-Frost,58787,Disintegrated,401801,64,30,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Nugera,15,181593749,Evoker,Evoker-Augmentation,131089,Lost In Space,404008,32,30,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Pazuzell,3,140773839,DemonHunter,DemonHunter-Vengeance,165672,Destabilize,413070,1,30,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Prohus,11,181500240,Evoker,Evoker-Augmentation,73985,,,,7,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Cebulaczyna,2,121577266,Hunter,Hunter-Marksmanship,74890,,,,7,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Nugera,15,181593749,Evoker,Evoker-Augmentation,82447,,,,7,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Kryxoria,13,182687721,Priest,Priest-Holy,34790,,,,8,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Nugera,15,181593749,Evoker,Evoker-Augmentation,44038,Echoing Howl,410247,32,8,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Prohus,11,181500240,Evoker,Evoker-Augmentation,50478,,,,8,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Lefox,14,175528845,Shaman,Shaman-Restoration,180617,,,,9,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Lefox,14,175528845,Shaman,Shaman-Restoration,182137,Void Blast,411238,32,9,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Catherinee,20,180636202,Monk,Monk-Windwalker,205856,Void Bomb,404062,32,9,LPNdwMtQkRA17Z6b,2685,Scalecommander Sarkareth,5,3,False,21/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,58127,,,,10,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,92245,Scorching Detonation,401525,4,10,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,94984,Dazzled,403202,64,10,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,19205,Scorching Bomb,401621,4,11,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Preservation,41526,Searing Breath,402051,4,11,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,48001,,,,11,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,168040,Melee,1,1,12,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,218588,Melee,1,1,12,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,219928,Void Surge,404154,32,12,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Preservation,72832,Drifting Embers,402746,4,13,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,72832,Drifting Embers,402746,4,13,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,80036,Scorching Bomb,401621,4,13,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,51196,Drifting Embers,402746,4,14,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,59223,Scorching Detonation,401525,4,14,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,60413,,,,14,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,100030,Dazzled,403202,64,15,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,165901,Melee,1,1,15,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,201717,Oblivion,401952,32,15,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,201717,Void Blast,411238,32,15,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,201717,Void Claws,411240,32,15,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,201717,Void Blast,411238,32,15,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,20894,,,,16,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Killeen,234,181540927,Evoker,Evoker-Devastation,29507,Echoing Howl,410247,32,16,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,40685,,,,16,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,180380,,,,17,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,214527,Melee,1,1,17,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,216302,Destabilize,413070,1,17,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Killeen,234,181540927,Evoker,Evoker-Devastation,31498,Echoing Howl,410247,32,18,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,100047,Dazzled,403202,64,18,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,118343,,,,18,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Killeen,234,181540927,Evoker,Evoker-Devastation,35585,Scorching Bomb,401621,4,19,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,54033,Searing Breath,402051,4,19,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Preservation,226303,Infinite Duress,407496,32,19,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Killeen,234,181540927,Evoker,Evoker-Devastation,6023,Scorching Bomb,401621,4,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Preservation,72810,Drifting Embers,402746,4,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Owsianko,262,180528313,DeathKnight,DeathKnight-Unholy,92101,Scorching Detonation,401525,4,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Owsianko,262,180528313,DeathKnight,DeathKnight-Unholy,66026,,,,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,199744,,,,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Oprychbartek,277,180532497,Rogue,Rogue-Assassination,199865,,,,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,50710,Scorching Detonation,401525,4,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,53007,Burning Claws,401327,1,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,60804,,,,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,241877,Destabilize,413070,1,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,242313,,,,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,34526,Scorching Bomb,401621,4,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,72183,,,,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,78954,Scorching Bomb,401621,4,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,36136,Searing Breath,402051,4,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,36992,,,,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,38170,,,,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,72019,Scorching Bomb,401621,4,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,100294,Glittering Surge,401819,64,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,106379,Scorching Detonation,401525,4,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,197149,Dread,404300,32,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,224982,Melee,1,1,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,225667,Melee,1,1,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,71059,Scorching Bomb,401621,4,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,75036,Scorching Bomb,401621,4,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,75036,Scorching Bomb,401621,4,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,75036,Scorching Bomb,401621,4,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,53038,Burning Claws,401327,1,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,53082,Drifting Embers,402746,4,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,54037,Drifting Embers,402746,4,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,93104,,,,30,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,131088,Lost In Space,404008,32,30,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,168863,Destabilize,413070,1,30,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,6003,Scorching Bomb,401621,4,32,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,29559,Echoing Howl,410247,32,32,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,45857,,,,32,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,98968,Dazzled,403202,64,33,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,163621,Destabilize,413070,1,33,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,232936,Destabilize,413070,1,33,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,57645,,,,34,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,70528,Mass Disintegrate,402600,64,34,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,78362,,,,34,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,9077,Scorching Bomb,401621,4,35,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,9115,Glittering Surge,401819,64,35,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,10028,Scorching Bomb,401621,4,35,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,53833,Disintegrated,401801,64,36,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,73734,Drifting Embers,402746,4,36,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,87821,,,,36,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,3,False,20/09/23
