name,id,guid,type,icon,itemLevel,total,abilitiesName,abilitiesTotal,abilitiesType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Pepko,526,178016999,Paladin,Paladin-Retribution,444,5,Divine Protection,2,2,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,3,Astral Shift,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,3,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,3,Earth Shield,1,8,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,3,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,3,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,3,Barkskin,1,8,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,5,Desperate Prayer,2,2,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,5,Fade,1,32,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,5,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,5,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,10,Feint,4,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,10,Crimson Vial,4,8,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,10,Cloak of Shadows,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,10,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,7,Renewal,2,8,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,7,Barkskin,2,8,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,7,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,7,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,7,Survival Instincts,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,446,1,Dark Pact,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,6,Touch of Karma,2,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,6,Dampen Harm,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,6,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,6,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,6,Diffuse Magic,1,8,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,9,Fade,3,32,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,9,Desperate Prayer,3,2,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,9,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,9,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,9,Dispersion,1,32,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,4,Obsidian Scales,2,12,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,4,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,4,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,3,Astral Shift,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,3,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,3,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,4,Cloak of Shadows,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,4,Crimson Vial,1,8,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,4,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,4,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,8,Renewing Blaze,3,4,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,8,Obsidian Scales,3,12,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,8,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,8,Refreshing Healing Potion,1,16,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,6,Blazing Barrier,3,4,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,6,Healthstone,1,1,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,6,Greater Invisibility,1,64,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,6,Mirror Image,1,64,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,445,4,Exhilaration,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,445,4,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,445,4,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,445,4,Survival of the Fittest,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,445,5,Obsidian Scales,2,12,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,445,5,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,445,5,Renewing Blaze,1,4,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,445,5,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,444,4,Shield of Vengeance,2,2,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,444,4,Divine Protection,1,2,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,444,4,Divine Shield,1,2,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,3,Astral Shift,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,3,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,3,Earth Shield,1,8,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,3,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,3,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,3,Barkskin,1,8,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,2,Fade,1,32,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,2,Desperate Prayer,1,2,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,6,Barkskin,2,8,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,6,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,6,Renewal,1,8,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,6,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,6,Survival Instincts,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,6,Feint,2,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,6,Cloak of Shadows,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,6,Crimson Vial,1,8,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,6,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,6,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,446,4,Unending Resolve,1,32,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,446,4,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,446,4,Dark Pact,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,446,4,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Dampen Harm,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Touch of Karma,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Diffuse Magic,1,8,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,5,Fade,1,32,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,5,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,5,Desperate Prayer,1,2,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,5,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,5,Dispersion,1,32,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,2,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,2,Obsidian Scales,1,12,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,3,Astral Shift,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,3,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,3,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,2,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,2,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,446,4,Fade,1,32,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,446,4,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,446,4,Desperate Prayer,1,2,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,446,4,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,6,Renewing Blaze,2,4,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,6,Obsidian Scales,2,12,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,6,Healthstone,1,1,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,6,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,5,Blazing Barrier,3,4,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,5,Mirror Image,1,64,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,5,Refreshing Healing Potion,1,16,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,445,2,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,445,2,Exhilaration,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,445,4,Obsidian Scales,2,12,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,445,4,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,445,4,Renewing Blaze,1,4,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,444,3,Shield of Vengeance,2,2,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,444,3,Divine Protection,1,2,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,2,Astral Shift,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,443,2,Earth Shield,1,8,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,2,Healthstone,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,446,2,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,4,Fade,2,32,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,445,4,Desperate Prayer,2,2,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,5,Feint,3,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,5,Cloak of Shadows,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,445,5,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,3,Renewal,1,8,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,3,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,447,3,Barkskin,1,8,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,446,4,Unending Resolve,1,32,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,446,4,Healthstone,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,446,4,Dark Pact,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,446,4,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Dampen Harm,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Healthstone,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Touch of Karma,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,444,5,Diffuse Magic,1,8,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,3,Fade,1,32,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,3,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,445,3,Dispersion,1,32,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,4,Obsidian Scales,2,12,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,4,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,445,4,Renewing Blaze,1,4,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,2,Astral Shift,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,445,2,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,2,Healthstone,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,445,2,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,446,3,Fade,1,32,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,446,3,Desperate Prayer,1,2,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,446,3,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,5,Obsidian Scales,2,12,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,5,Renewing Blaze,2,4,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,445,5,Healthstone,1,1,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,4,Blazing Barrier,2,4,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,4,Mirror Image,1,64,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,445,4,Refreshing Healing Potion,1,16,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
