name,id,guid,type,icon,deathTime,abilityName,abilityGuid,abilityType,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Shlauffu,642,182304349,Priest,Priest-Shadow,70530,Mass Disintegrate,402600,64,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,71022,Burning Claws,401327,1,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,71695,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,71695,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,73215,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,30518,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,35586,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,35783,,,,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,36097,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,36573,,,,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,38708,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,38708,,,,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,40080,,,,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,40284,,,,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,41522,,,,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,41823,,,,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,42190,,,,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,43057,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,44022,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,44325,,,,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,46056,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,47056,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,49089,,,,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,7041,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,59029,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,117446,,,,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,199187,,,,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,210121,Void Bomb,404062,32,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,210121,,,,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,212267,Void Surge,404154,32,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,212267,Void Surge,404154,32,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,212267,Void Surge,404154,32,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,212366,Oblivion,401952,32,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,213243,Void Surge,404154,32,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,213243,Void Surge,404154,32,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,213291,Void Surge,404154,32,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,214359,Oblivion,401952,32,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,215939,,,,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,216320,,,,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,218360,Oblivion,401952,32,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,219154,,,,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,220000,Oblivion,401952,32,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,222849,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,54323,Seared,402053,4,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,64034,Blazing Blast,401340,4,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,75050,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,95179,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,106250,Dazzled,403202,64,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,106557,,,,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,107209,,,,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,107925,,,,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,108148,,,,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,108630,,,,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,109432,,,,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,109930,,,,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,109970,,,,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Demonology,110691,,,,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,113318,,,,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,115034,,,,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,115381,,,,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,116896,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,117920,,,,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,8047,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,75041,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,94189,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,94276,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,95139,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,95265,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,95265,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,95292,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,96299,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,97211,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,99813,Disintegrated,401801,64,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,102359,,,,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,102926,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,103510,,,,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,104332,,,,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,107054,,,,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,107427,,,,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,108878,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,109545,,,,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,115294,,,,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,51972,Drifting Embers,402746,4,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,75929,Disintegrated,401801,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,80029,Blazing Blast,401340,4,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,90012,Melee,1,1,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,90121,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,90560,Echoing Howl,410247,32,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,94000,Dazzled,403202,64,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,98192,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,98192,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,99576,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,101170,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Augmentation,101764,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,103597,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,107059,Oblivion,401952,32,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,107199,,,,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,108466,,,,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,108663,,,,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,109152,,,,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,112259,,,,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,115008,,,,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,44017,Echoing Howl,410247,32,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,74076,Burning Claws,401339,4,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Preservation,81111,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,88968,,,,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,89521,,,,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,89966,,,,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,90295,,,,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,90499,,,,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,90799,Disintegrated,401801,64,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,91076,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,91114,,,,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,91507,,,,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,92676,,,,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,92982,,,,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,93170,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,93373,,,,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,93516,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,93795,,,,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,94036,Dazzled,403202,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,95159,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,89671,Mass Disintegrate,402600,64,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,95039,Dazzled,403202,64,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,222349,Void Blast,411238,32,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,235765,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,235765,Dread,404300,32,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,235765,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,235765,Dread,404300,32,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,235765,Dread,404300,32,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,236006,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,236106,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,236140,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,236179,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,236179,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Preservation,236241,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,236361,Void Claws,411240,32,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,238413,Melee,1,1,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,239095,Cosmic Volley,411302,32,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Preservation,6040,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,75026,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,76452,,,,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,79253,Melee,1,1,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,84127,,,,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Preservation,85666,,,,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,85666,,,,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,85749,,,,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,85994,,,,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,86320,,,,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,87079,,,,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,87753,,,,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,88281,,,,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,88331,Melee,1,1,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,88791,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,90311,Seared,402053,4,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,91498,,,,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,93252,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,93999,Dazzled,403202,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,96111,,,,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,18951,,,,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,44068,Echoing Howl,410247,32,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,56003,,,,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,56602,,,,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,57456,,,,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Preservation,57696,,,,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,58160,,,,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,58160,,,,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,59004,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,59004,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,59448,,,,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,60339,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,60709,,,,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,61035,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,61634,,,,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,62216,,,,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,62863,,,,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,63066,Searing Breath,402051,4,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,64823,,,,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,70154,Melee,1,1,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,122598,,,,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,131213,Lost In Space,404008,32,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,223701,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,223763,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,223763,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,223763,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,223810,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,223885,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,223888,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,223888,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,223888,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,223888,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,223920,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,223920,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,224068,,,,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,225223,Melee,1,1,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,73707,Drifting Embers,402746,4,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,76551,Scorching Bomb,401621,4,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,83863,,,,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Preservation,85844,,,,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,86068,,,,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,86269,,,,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,86626,,,,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,87097,,,,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,87379,,,,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,87501,,,,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,88662,,,,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,88913,,,,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,89086,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,89185,,,,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,89360,,,,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,92026,,,,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,93955,,,,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,94115,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,96126,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,92076,Scorching Detonation,401525,4,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,97026,Dazzled,403202,64,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,100135,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,100240,Glittering Surge,401819,64,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,106845,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,131495,Lost In Space,404008,32,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,131495,Lost In Space,404008,32,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,160381,Cosmic Volley,411302,32,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,161105,,,,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,161506,Void Surge,404154,32,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,161546,Void Surge,404154,32,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,161640,Void Surge,404154,32,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,161662,Void Surge,404154,32,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,161693,Oblivion,401952,32,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,162460,Void Surge,404154,32,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,162555,Void Surge,404154,32,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,162600,Void Surge,404154,32,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,162647,Void Surge,404154,32,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,165960,Oblivion,401952,32,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,167499,Void Surge,404154,32,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,90556,Echoing Howl,410247,32,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,92771,Drifting Embers,402746,4,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,131321,Lost In Space,404008,32,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,168974,Void Claws,411240,32,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,222449,Melee,1,1,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,222708,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,222814,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,222814,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,222814,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,222814,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,222814,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,222849,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,222849,Dread,404300,32,2685,2685,5,False,06/09/23
Catherinee,556,180636202,Monk,Monk-Windwalker,222872,Oblivion,401952,32,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,224902,Melee,1,1,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,226286,,,,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,226303,,,,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,226318,,,,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,226777,Oblivion,401952,32,2685,2685,5,False,06/09/23
Arathil,516,150634218,Warlock,Warlock-Affliction,228044,,,,2685,2685,5,False,06/09/23
Shlauffu,642,182304349,Priest,Priest-Shadow,232597,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Killeen,523,181540927,Evoker,Evoker-Devastation,232675,Dread,404300,32,2685,2685,5,False,06/09/23
