name,id,guid,type,icon,itemLevel,total,activeTime,activeTimeReduced,overheal,abilitiesName,abilitiesTotal,abilitiesType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Killeen,22,181540927,Evoker,Evoker-Devastation,445,268216,0,0,152674,Healthstone,192420,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,268216,0,0,152674,Refreshing Healing Potion,75796,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,193906,0,0,,Healthstone,193906,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,422533,0,0,42387,Refreshing Healing Potion,227003,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,422533,0,0,42387,Healthstone,195530,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Assassination,445,310201,0,0,121650,Refreshing Healing Potion,232932,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Assassination,445,310201,0,0,121650,Healthstone,77269,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,445,420302,243,243,8899,Healthstone,224525,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,445,420302,243,243,8899,Refreshing Healing Potion,195777,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,537585,0,0,,Healthstone,320517,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,537585,0,0,,Refreshing Healing Potion,217068,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,444,204169,0,0,44623,Healthstone,204169,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,388566,0,0,,Refreshing Healing Potion,209619,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,388566,0,0,,Healthstone,178947,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,445,627405,0,0,133412,Healthstone,627405,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,340535,0,0,305382,Refreshing Healing Potion,223924,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,340535,0,0,305382,Healthstone,116611,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,339645,0,0,115583,Healthstone,224932,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,339645,0,0,115583,Refreshing Healing Potion,114713,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,445,91166,0,0,143509,Refreshing Healing Potion,91166,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,446,302476,2444,2444,262514,Healthstone,256468,1,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,446,302476,2444,2444,262514,Refreshing Healing Potion,46008,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,445,127790,0,0,96764,Refreshing Healing Potion,127790,16,11,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,26088,0,0,244598,Healthstone,26088,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,445,89449,0,0,162013,Healthstone,89449,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,446,384981,0,0,228798,Healthstone,207155,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,446,384981,0,0,228798,Refreshing Healing Potion,177826,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,221818,0,0,,Healthstone,221818,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,243698,4573,4573,190501,Healthstone,189353,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,243698,4573,4573,190501,Refreshing Healing Potion,54345,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,393370,0,0,97594,Refreshing Healing Potion,253381,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,393370,0,0,97594,Healthstone,139989,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,445,233148,0,0,,Refreshing Healing Potion,233148,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,445,210381,0,0,,Refreshing Healing Potion,210381,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,322358,0,0,124378,Refreshing Healing Potion,217068,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,322358,0,0,124378,Healthstone,105290,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,444,191787,0,0,71746,Healthstone,191787,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,76824,0,0,117188,Healthstone,76824,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,445,372980,0,0,429556,Healthstone,372980,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,224986,0,0,,Refreshing Healing Potion,224986,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,288189,0,0,207435,Refreshing Healing Potion,232589,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,288189,0,0,207435,Healthstone,55600,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,445,234675,0,0,,Refreshing Healing Potion,234675,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,446,133262,0,0,171762,Healthstone,133262,1,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,445,224553,0,0,,Refreshing Healing Potion,224553,16,12,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,138820,0,0,107258,Healthstone,138820,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,444,248596,0,0,,Refreshing Healing Potion,248596,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,445,92241,0,0,148697,Healthstone,92241,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,445,389478,0,0,,Healthstone,242708,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,445,389478,0,0,,Refreshing Healing Potion,146770,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,446,329036,0,0,284743,Refreshing Healing Potion,177826,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,446,329036,0,0,284743,Healthstone,151210,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,364154,0,0,13325,Healthstone,190982,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,364154,0,0,13325,Refreshing Healing Potion,173172,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,339368,395,395,,Refreshing Healing Potion,174369,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,339368,395,395,,Healthstone,164999,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,115757,0,0,119783,Healthstone,115757,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,445,210382,0,0,,Refreshing Healing Potion,210382,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,445,195101,0,0,,Refreshing Healing Potion,195101,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,314669,0,0,115472,Refreshing Healing Potion,198652,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,314669,0,0,115472,Healthstone,116017,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,444,159643,0,0,141394,Healthstone,159643,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,208735,0,0,,Refreshing Healing Potion,208735,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,445,174548,0,0,647134,Healthstone,174548,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,64490,0,0,146601,Refreshing Healing Potion,64490,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,445,44703,0,0,181880,Refreshing Healing Potion,44703,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,85846,0,0,161580,Healthstone,85846,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,446,76891,0,0,228133,Healthstone,76891,1,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,445,115383,0,0,101427,Refreshing Healing Potion,115383,16,13,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,366262,0,0,133656,Refreshing Healing Potion,210142,16,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,366262,0,0,133656,Healthstone,156120,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,445,111151,0,0,129438,Healthstone,111151,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,445,252953,0,0,,Healthstone,252953,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,446,396321,0,0,,Healthstone,396321,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,148688,0,0,18177,Healthstone,148688,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,203876,0,0,109948,Healthstone,203876,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,445,210382,0,0,,Refreshing Healing Potion,210382,16,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,497404,0,0,,Healthstone,287822,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,497404,0,0,,Refreshing Healing Potion,209582,16,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,444,127231,0,0,151402,Healthstone,127231,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,445,348225,0,0,524448,Healthstone,348225,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,208735,0,0,,Refreshing Healing Potion,208735,16,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,236422,0,0,,Refreshing Healing Potion,236422,16,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,445,37326,0,0,212505,Healthstone,37326,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,193336,0,0,,Refreshing Healing Potion,193336,16,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,444,117154,0,0,128032,Healthstone,117154,1,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,445,217917,0,0,,Refreshing Healing Potion,217917,16,14,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,445043,0,0,38733,Refreshing Healing Potion,228297,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,445043,0,0,38733,Healthstone,216746,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,444,221329,0,0,,Healthstone,221329,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,445,155695,0,0,48209,Refreshing Healing Potion,155695,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,446,297461,0,0,44690,Healthstone,297461,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,373067,2604,2604,61132,Healthstone,241142,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,373067,2604,2604,61132,Refreshing Healing Potion,131925,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,281565,0,0,,Healthstone,281565,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,221807,0,0,208321,Healthstone,134378,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,221807,0,0,208321,Refreshing Healing Potion,87429,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,445,210382,0,0,,Refreshing Healing Potion,210382,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,445,353704,245,245,96534,Refreshing Healing Potion,194780,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,445,353704,245,245,96534,Healthstone,158924,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,348711,0,0,70735,Refreshing Healing Potion,217068,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,348711,0,0,70735,Healthstone,131643,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,444,176733,0,0,97783,Healthstone,176733,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,443600,0,0,,Healthstone,233949,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,443600,0,0,,Refreshing Healing Potion,209651,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,445,553590,0,0,207226,Healthstone,553590,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,243563,0,0,,Refreshing Healing Potion,243563,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,310593,0,0,127243,Healthstone,204484,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,310593,0,0,127243,Refreshing Healing Potion,106109,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,445,435653,0,0,5443,Refreshing Healing Potion,230957,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,445,435653,0,0,5443,Healthstone,204696,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,444,390584,0,0,,Refreshing Healing Potion,203936,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,444,390584,0,0,,Healthstone,186648,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,446,160747,0,0,124225,Healthstone,160747,1,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,445,146734,0,0,80613,Refreshing Healing Potion,146734,16,15,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,426779,0,0,60197,Healthstone,222682,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,426779,0,0,60197,Refreshing Healing Potion,204097,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,445,242708,0,0,,Healthstone,242708,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,446,64264,0,0,332057,Healthstone,64264,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,231946,0,0,107857,Healthstone,231946,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,445,169152,0,0,,Healthstone,169152,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,511171,0,0,,Healthstone,257791,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,445,511171,0,0,,Refreshing Healing Potion,253380,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,445,425897,0,0,,Refreshing Healing Potion,244043,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,445,425897,0,0,,Healthstone,181854,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,453821,0,0,,Healthstone,244238,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,445,453821,0,0,,Refreshing Healing Potion,209583,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,444,144776,0,0,160789,Healthstone,144776,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,445,180915,0,0,617943,Healthstone,180915,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,226728,0,0,,Refreshing Healing Potion,226728,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,448394,0,0,,Healthstone,224932,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,448394,0,0,,Refreshing Healing Potion,223462,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,445,120795,0,0,106895,Refreshing Healing Potion,120795,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,446,134528,0,0,170496,Healthstone,134528,1,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,445,194065,0,0,22746,Refreshing Healing Potion,194065,16,16,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,445,250482,0,0,,Refreshing Healing Potion,250482,16,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,445,72075,0,0,156222,Refreshing Healing Potion,72075,16,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,445,62342,0,0,141561,Refreshing Healing Potion,62342,16,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,444,298315,0,0,,Refreshing Healing Potion,298315,16,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,445,228850,0,0,,Refreshing Healing Potion,228850,16,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,447,182121,0,0,40233,Refreshing Healing Potion,182121,16,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,444,222896,0,0,,Healthstone,222896,1,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,450972,3070,3070,,Refreshing Healing Potion,227401,16,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,445,450972,3070,3070,,Healthstone,223571,1,17,Ft431y92JxGWXL87,2685,Scalecommander Sarkareth,5,0,False,14/09/23
