name,id,guid,type,icon,total,pullId,pullCode,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Oprychbartek,277,180532497,Rogue,Rogue-Assassination,21193683,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,23642412,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,21694164,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,17620283,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,22573756,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,24987086,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,13569772,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,5489576,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,30916923,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,31615357,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,19527283,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,28702308,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Owsianko,262,180528313,DeathKnight,DeathKnight-Unholy,16937770,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Preservation,2254162,20,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,30212998,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,2351617,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,34821439,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,5298729,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,33290812,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Oprychbartek,277,180532497,Rogue,Rogue-Assassination,25803009,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,32539372,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,37341154,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,17685849,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,33264971,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,33265128,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,21287445,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,7490147,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,43546725,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,37906073,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,31898330,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,32285415,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Owsianko,262,180528313,DeathKnight,DeathKnight-Unholy,14859450,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Preservation,2674994,21,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,726039,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,10723919,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,9171915,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,1761976,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,9757553,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,870322,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,11133022,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,8389438,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,5960295,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,6121542,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,8853944,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,9450260,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,5423858,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,1305456,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,12279682,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,9250290,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,9363492,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,8960209,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,9623267,22,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,31666652,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,3543906,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,38013920,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,6014950,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,2863084,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,31935913,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,35718610,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,40481008,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,24307253,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,18115940,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,32021428,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,32551675,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,18548847,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,8803414,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,43301055,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,39306189,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,34148069,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,36799881,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,36098527,23,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,1072075,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,11203342,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,10613422,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,2010457,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,942884,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,10385261,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,13009450,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,10239647,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,8934104,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,7298034,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,11735634,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,10566389,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,6035394,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,1791023,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,13841083,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,11737278,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,8996350,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,10553918,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,12616465,24,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,6387316,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,681317,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,1757288,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,5776128,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,959257,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,7436068,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,8571391,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,5836276,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,4261757,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,5022160,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,5966952,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,7290424,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,4172927,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,1378660,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,10790358,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,8070585,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,7751036,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,7177993,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,7264634,25,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,13197605,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,1255761,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,15397945,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,1547977,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,1760188,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,14717658,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,14772053,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,12669483,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,8485960,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,8273623,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,13972650,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,12421354,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,8684084,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,1238696,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,15665088,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,11530035,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,14491337,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,12136100,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,11764484,26,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,31319513,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,2851699,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,38063539,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,4729105,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,2513478,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,34545439,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,31079333,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,37627548,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,25190438,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,17091727,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,33832795,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,35221826,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,8953038,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,19590903,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,36319461,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,36743245,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,31278011,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,35143760,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,39060674,27,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,11282639,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,998072,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,8736440,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,1368391,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,1000775,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,10014983,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,12064049,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,10437251,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,7717428,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,6824269,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,12424365,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,10971702,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,6521865,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,1311528,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,16061342,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,12330150,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,10126329,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,9544022,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Owsianko,262,180528313,DeathKnight,DeathKnight-Unholy,16653250,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Prohus,264,181500240,Evoker,Evoker-Augmentation,13371861,28,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Catherinee,278,180636202,Monk,Monk-Windwalker,9046162,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Kryxoria,259,182687721,Priest,Priest-Holy,669575,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Wajpcieto,269,162459010,Shaman,Shaman-Enhancement,8400490,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Màmbà,260,183169964,Paladin,Paladin-Holy,1992867,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Gunqer,352,118902570,Druid,Druid-Restoration,923082,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Meeow,265,143983765,Druid,Druid-Feral,10690298,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Peanutmage,274,180616658,Mage,Mage-Fire,10673501,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Bärman,266,181432362,Warrior,Warrior-Fury,7932008,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Koozkie,353,154435992,Mage,Mage-Frost,8195541,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Klejnotnilu,270,182929355,DeathKnight,DeathKnight-Blood,5372276,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pepko,261,178016999,Paladin,Paladin-Retribution,9060625,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Qquo,268,165177271,Priest,Priest-Shadow,9780766,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,4487426,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Lefox,273,175528845,Shaman,Shaman-Restoration,1311833,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Nugera,272,181593749,Evoker,Evoker-Augmentation,14759687,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Arathil,3,150634218,Warlock,Warlock-Affliction,10698339,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Cebulaczyna,267,121577266,Hunter,Hunter-Marksmanship,8449399,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Shlauffu,271,182304349,Priest,Priest-Shadow,12902032,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
Owsianko,262,180528313,DeathKnight,DeathKnight-Unholy,15040671,29,NactfMhvJ3BnPDkH,2685,Scalecommander Sarkareth,5,False,20/09/23
